rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,,SERVICE#GENERAL,negative
,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,SERVICE#GENERAL,negative
,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",RESTAURANT#PRICES,negative
,,FOOD#QUALITY,positive
,,SERVICE#GENERAL,negative
,Save yourself the time and trouble and skip this one!,RESTAURANT#GENERAL,negative
1572027,I'll keep this short.,,
,Amma is nothing special.,RESTAURANT#GENERAL,neutral
,The two star chefs left quite some time ago to open their own place.,,
,I ate here a week ago and found most dishes average at best and too expensive.,FOOD#QUALITY,negative
,,FOOD#PRICES,negative
,Will not be back.,RESTAURANT#GENERAL,negative
1572033,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD#QUALITY,negative
,,FOOD#QUALITY,positive
,Decor is nice though service can be spotty.,AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,negative
,This place is always packed.,RESTAURANT#MISCELLANEOUS,neutral
,I know because I live nearby.,,
,"Most importantly, food is excellent.",FOOD#QUALITY,positive
,Try the sea bass.,FOOD#QUALITY,positive
,Highly recommended.,RESTAURANT#GENERAL,positive
1573534,First of all Dal Bukhara Rocks.,FOOD#QUALITY,positive
,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by.,,
,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,,
,I am happy i did the food was awsome.,FOOD#QUALITY,positive
,JUST AWSOME.,FOOD#QUALITY,positive
,and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,,
,but overall i give it a 10,RESTAURANT#GENERAL,positive
,10,RESTAURANT#GENERAL,positive
1577714,I haven't been to the other locations.,,
,Haru on Park S is simply disgusting.,RESTAURANT#GENERAL,negative
,The fish was not fresh and the rice tasted old and stale.,FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,"Quite frankly, this is some of the worst sushi I have ever tried.",FOOD#QUALITY,negative
,Will never be back.,RESTAURANT#GENERAL,negative
1586174,honestly the worst sushi my husband and i had in our entire lives.,FOOD#QUALITY,negative
,"believe us, we've been eating sushi for over 15 yrs.",,
,not sure why this restaurant would be rated that highly.,RESTAURANT#GENERAL,negative
,the all-u-can-eat sushi is definitely in very poor quality.,FOOD#QUALITY,negative
,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",FOOD#STYLE_OPTIONS,negative
,,FOOD#QUALITY,negative
,,FOOD#STYLE_OPTIONS,negative
,,FOOD#STYLE_OPTIONS,negative
,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,the waitstaffs are nice though.,SERVICE#GENERAL,positive
,wont come back again for sure!,RESTAURANT#GENERAL,negative
1603698,I have been to Roth's twice and both times were very disappointing.,RESTAURANT#GENERAL,negative
,Once for dinner and once for brunch.,,
,"Both times I was extremely dissappointed by the service, which was boarderline rude.",SERVICE#GENERAL,negative
,They wouldnt even let me finish my glass of wine before offering another.,SERVICE#GENERAL,negative
,Much of the time it seems like they do not care about you.,SERVICE#GENERAL,negative
,"The dinner was ok, nothing I would have again.",FOOD#QUALITY,negative
,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",FOOD#QUALITY,negative
1606837,This was a great surprise.,RESTAURANT#GENERAL,positive
,With the theater 2 blocks away we had a delicious meal in a beautiful room.,FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,,LOCATION#GENERAL,positive
,The service was attentive.,SERVICE#GENERAL,positive
,I look forward to eating here again,RESTAURANT#GENERAL,positive
1609375,Planet Thai is great!,RESTAURANT#GENERAL,positive
,"We love the food, drinks, and atmosphere!",FOOD#QUALITY,positive
,,DRINKS#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",SERVICE#GENERAL,negative
,,RESTAURANT#GENERAL,positive
,"Try the Pad Thai, it's fabulous and their prices are so cheap!",FOOD#QUALITY,positive
,,RESTAURANT#PRICES,positive
,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",FOOD#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
,,RESTAURANT#PRICES,positive
,"Just remember, the later you go, the longer you may have to wait.",,
,It's popular w/the late crowd.,,
1611489,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",SERVICE#GENERAL,negative
,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD#STYLE_OPTIONS,negative
,,FOOD#PRICES,negative
,"Overall, not worth the money.",RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE#GENERAL,positive
,,RESTAURANT#GENERAL,negative
1615322,I love Indian food and consider myself to be quite an expert on it.,,
,Chennai Garden is my favorite Indian restaurant in the city.,RESTAURANT#GENERAL,positive
,They have authentic Indian at amazin prices.,FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,FOOD#STYLE_OPTIONS,negative
,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE#GENERAL,negative
,It's a rather cramped and busy restaurant and it closes early.,RESTAURANT#MISCELLANEOUS,negative
,,AMBIENCE#GENERAL,negative
1623276,Patroon features a nice cigar bar and has great staff.,AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
,The food is tasty and portion sizes are appropriate.,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,RESTAURANT#MISCELLANEOUS,positive
,Not a great place for family or general dining.,RESTAURANT#MISCELLANEOUS,negative
1626564,LLOOVVE THIS PLACE.,RESTAURANT#GENERAL,positive
,Food is excellent.,FOOD#QUALITY,positive
,Fish is so very fresh.,FOOD#QUALITY,positive
,Waitstaff are very friendly.,SERVICE#GENERAL,positive
,Love YUKA.,RESTAURANT#GENERAL,positive
1632445,Mermaid Inn is an overall good restaurant with really good seafood.,FOOD#QUALITY,positive
,,RESTAURANT#GENERAL,positive
,The menu is limited but almost all of the dishes are excellent.,FOOD#STYLE_OPTIONS,negative
,,FOOD#QUALITY,positive
,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The service is good and ambience is good for a date or group outing.,SERVICE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,The only fallback on this restaurant is the prices.,RESTAURANT#PRICES,negative
,"Even though its good seafood, the prices are too high.",FOOD#QUALITY,positive
,,FOOD#PRICES,negative
,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,negative
,,FOOD#PRICES,negative
1632929,Went to Village last night for my birthday.,,
,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",,
,We were very pleasantly surprised.,RESTAURANT#GENERAL,positive
,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",SERVICE#GENERAL,positive
,Truly the mark of an attentive waiter.,SERVICE#GENERAL,positive
,I highly recommend the restaurant based on our experience last night.,RESTAURANT#GENERAL,positive
1642666,We ate at this Thai place following the reviews but very unhappy with the foods.,FOOD#QUALITY,negative
,We thought that this place is using too much of MSG cooking in the foods.,FOOD#QUALITY,negative
,Why?,,
,"They don't concern much of customer's health, just want to make money.",RESTAURANT#GENERAL,negative
,please don't fool us.,RESTAURANT#GENERAL,negative
1649025,I visit New Green Bo when I have money or when I am broke.,,
,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The food is so cheap and the waiters are nice.,FOOD#PRICES,positive
,,SERVICE#GENERAL,positive
,"Of course, it is crowded but who cares.",RESTAURANT#MISCELLANEOUS,neutral
,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,RESTAURANT#MISCELLANEOUS,positive
1655504,Have frequented 'ino for several years and the food remains excellent.,FOOD#QUALITY,positive
,Cheese plate is a varied delight and great bargain at $10.,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,,FOOD#PRICES,positive
,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive
,,FOOD#STYLE_OPTIONS,positive
,,FOOD#STYLE_OPTIONS,positive
,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",FOOD#QUALITY,positive
,Wine list is extensive without being over-priced.,DRINKS#STYLE_OPTIONS,positive
,,DRINKS#PRICES,positive
,"Be sure to try the seasonal, and always delicious, specials.",FOOD#QUALITY,positive
,Definitely a neighborhood favorite.,RESTAURANT#GENERAL,positive
1655521,I loved this place!!,RESTAURANT#GENERAL,positive
,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE#GENERAL,positive
,"The food was very good, a great deal, and the place its self was great.",FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,,AMBIENCE#GENERAL,positive
,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE#GENERAL,positive
1660047,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",SERVICE#GENERAL,negative
,,RESTAURANT#GENERAL,positive
,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE#GENERAL,negative
,"The waitress, seems to be more concerned of looking good than actually waitressing.",SERVICE#GENERAL,negative
,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE#GENERAL,negative
,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE#GENERAL,negative
,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE#GENERAL,negative
,,RESTAURANT#GENERAL,positive
1661043,Pizza here is consistently good.,FOOD#QUALITY,positive
,Salads are a delicious way to begin the meal.,FOOD#QUALITY,positive
,You should pass on the calamari.,FOOD#QUALITY,negative
,It is thick and slightly soggy.,FOOD#QUALITY,negative
,Decor is charming.,AMBIENCE#GENERAL,positive
,Service is average.,SERVICE#GENERAL,neutral
1661757,What a great place.,RESTAURANT#GENERAL,positive
,I came into the city to try out this restaurant because a friend had recommended it to my husband.,,
,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",AMBIENCE#GENERAL,positive
,,RESTAURANT#PRICES,positive
,,FOOD#QUALITY,positive
,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",SERVICE#GENERAL,neutral
,I would definitely recommend SEA if you like thai cuisine!,FOOD#QUALITY,positive
1662726,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE#GENERAL,negative
,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",SERVICE#GENERAL,negative
,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",SERVICE#GENERAL,negative
,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",SERVICE#GENERAL,negative
,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",,
,Never again!,RESTAURANT#GENERAL,negative
1663111,I absolutely Loved this place.,RESTAURANT#GENERAL,positive
,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",,
,"Excellent atmosphere, delicious dishes good and friendly service.",AMBIENCE#GENERAL,positive
,,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,this is can became on e of the NY Italian Food fare institutions.,RESTAURANT#GENERAL,positive
,I think that it is absolutely brilliant and well runned business operation.,RESTAURANT#GENERAL,positive
,The wine list is also really nice.,DRINKS#STYLE_OPTIONS,positive
1664346,A friend from Seattle and I went on a Thursday night around 8:30.,,
,"Everything was wonderful; food, drinks, staff, mileau.",RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,positive
,,DRINKS#QUALITY,positive
,,SERVICE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,I would highly recommend this place!,RESTAURANT#GENERAL,positive
1671113,I have been to Casimir over 5 times and I have always had a great time there.,RESTAURANT#GENERAL,positive
,The food is great and reasonably priced.,FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE#GENERAL,negative
,"If the weather is nice, try to snag an outside table.",AMBIENCE#GENERAL,positive
,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE#GENERAL,positive
,,SERVICE#GENERAL,negative
,,AMBIENCE#GENERAL,negative
1700205,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,RESTAURANT#GENERAL,positive
,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE#GENERAL,positive
,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
1702257,Nice Family owned traditional restaurant.,RESTAURANT#GENERAL,positive
,Fresh ingredients and everything is made to order.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,I was pleasantly surprised to find this gem in Hoboken.,RESTAURANT#GENERAL,positive
,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE#GENERAL,positive
1706644,My friends and I were on vacation in NY and was referred to Chance by a friend.,,
,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"I also ordered the Change Mojito, which was out of this world.",DRINKS#QUALITY,positive
,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",FOOD#QUALITY,neutral
,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,"Overall, excellent restaurant!",RESTAURANT#GENERAL,positive
1707201,i went to utsav about a yr ago with my family.,,
,The food was good.,FOOD#QUALITY,positive
,The place was nice and calm.,AMBIENCE#GENERAL,positive
,but the service was a bit slow.,SERVICE#GENERAL,negative
1707741,I work around the corner and tried it with a colleague for the first time.,,
,The buffet had a nice selection.,FOOD#STYLE_OPTIONS,positive
,The food was average or above including some surprising tasty dishes.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,Service was also very good.,SERVICE#GENERAL,positive
,I would go back.,RESTAURANT#GENERAL,positive
1710746,I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"I would recommend Roxy's for that, but not for their food.",FOOD#QUALITY,negative
,,FOOD#QUALITY,positive
,My son and his girlfriend both wanted cheeseburgers and they were huge!,FOOD#STYLE_OPTIONS,neutral
,"But, they were too big for the bun.",FOOD#STYLE_OPTIONS,negative
,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",FOOD#STYLE_OPTIONS,negative
,Also they were $15 each!,FOOD#PRICES,negative
,I had a huge pastrami sandwich on a roll.,FOOD#STYLE_OPTIONS,neutral
,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,FOOD#PRICES,neutral
,,FOOD#QUALITY,negative
1713185,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",FOOD#QUALITY,negative
,,AMBIENCE#GENERAL,positive
,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,And the Tom Kha soup was pathetic.,FOOD#QUALITY,negative
,If you want good authentic Thai this place is not the place to go.,FOOD#QUALITY,negative
1718513,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",FOOD#QUALITY,positive
,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"Conveniently located too, being right on Bedford ave.",LOCATION#GENERAL,positive
,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE#GENERAL,positive
,I will definetly be going back.,RESTAURANT#GENERAL,positive
1719567,We had the lobster sandwich and it was FANTASTIC.,FOOD#QUALITY,positive
,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD#STYLE_OPTIONS,negative
,,FOOD#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,I recommend getting a reservation even though we saw people seated without one.,,
,We waited at the bar and had martinis that were just right.,DRINKS#QUALITY,positive
,We will be back.,RESTAURANT#GENERAL,positive
1723402,love the food.,FOOD#QUALITY,positive
,it's the only place you can get yummy authentic japanese comfort food.,FOOD#QUALITY,positive
,it helps if you know what to order.,,
,and you can't beat the prices.,RESTAURANT#PRICES,positive
,highly recommended.,RESTAURANT#GENERAL,positive
1723658,I've lived in NY for 5 years and this place has it all.,RESTAURANT#GENERAL,positive
,"Great food, good size menu, great service and an unpretensious setting.",FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,,SERVICE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,I'm glad I was introduced to this place and this is a rare gem in NY.,RESTAURANT#GENERAL,positive
1726001,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",,
,"The freshest, best variety, and the fastest delivery.",FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,,SERVICE#GENERAL,positive
,Also very inexpensive.,RESTAURANT#PRICES,positive
,A great choice at any cost and a great deal.,RESTAURANT#GENERAL,positive
,,RESTAURANT#PRICES,positive
1726427,The service was excellent and the food was delicious.,SERVICE#GENERAL,positive
,,FOOD#QUALITY,positive
,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,DRINKS#QUALITY,positive
,,FOOD#QUALITY,positive
,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",,
,Definitely a great spot for a nice occasion or date.,RESTAURANT#MISCELLANEOUS,positive
1726473,"Average to good Thai food, but terrible delivery.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,negative
,I've waited over one hour for food.,SERVICE#GENERAL,negative
,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,SERVICE#GENERAL,negative
,A Thai restaurant out of rice during dinner?,RESTAURANT#MISCELLANEOUS,negative
,"The food arrived 20 minutes after I called, cold and soggy.",FOOD#QUALITY,negative
,,SERVICE#GENERAL,negative
1727363,i actually feel like i should keep it a secret.,,
,This is a wonderful place on all stand points especially value ofr money.,RESTAURANT#PRICES,positive
,,RESTAURANT#GENERAL,positive
,An excellent service,SERVICE#GENERAL,positive
1728733,Went to Cafe Spice with 4 of my friends on a saturday night.,,
,We were greeted promptly by the waiter who was very nice and cordial.,SERVICE#GENERAL,positive
,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,SERVICE#GENERAL,positive
,,FOOD#QUALITY,positive
,We were fast to order the appetizer platter since we were very hungry.,,
,The food looked very appetizing and delicious since it came on a variety of fancy plates.,FOOD#STYLE_OPTIONS,positive
,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,FOOD#QUALITY,positive
,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,RESTAURANT#GENERAL,positive
1730014,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",,
,"Service here was great, food was fantastic.",SERVICE#GENERAL,positive
,,FOOD#QUALITY,positive
,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,Will absolutely visit again.,RESTAURANT#GENERAL,positive
,Maybe tomorrow ;-),,
1730127,You cannot go wrong with this place.,RESTAURANT#GENERAL,positive
,"The food is outstanding and the service is quick, friendly and very professional.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,"Always a nice crowd, but never loud.",RESTAURANT#MISCELLANEOUS,positive
,,AMBIENCE#GENERAL,positive
,Go here.,RESTAURANT#GENERAL,positive
,Good for dates or with friends.,RESTAURANT#MISCELLANEOUS,positive
1730447,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,RESTAURANT#MISCELLANEOUS,positive
,"However, it is jus too good to not praise it.",RESTAURANT#GENERAL,positive
,"By far, the best pizza in Manhattan.",FOOD#QUALITY,positive
,"The crust is thin, the ingredients are fresh and the staff is friendly.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,,FOOD#QUALITY,positive
,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",,
,less wait time for me!,,
1746113,We arrived on time for our reservation and seated promptly.,,
,The menu has so many fish items and oysters.,FOOD#STYLE_OPTIONS,positive
,We all ordered different entrees so we could share.,,
,"The fish was really,really fresh.",FOOD#QUALITY,positive
,I lived in Maine for ten years and grew up on fish.,,
,We all agreed that mare is one of the best seafood restaurants in New York.,RESTAURANT#GENERAL,positive
1748813,I stumbled upon this great pizzeria as I explored my new neighborhood.,RESTAURANT#GENERAL,positive
,All of the pizzas are terrific and the price is even better!,FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,I highly recommend the Sophia pizza.,FOOD#QUALITY,positive
,It's to die for!,FOOD#QUALITY,positive
1748839,The food was mediocre at best but it was the horrible service that made me vow never to go back.,FOOD#QUALITY,negative
,,SERVICE#GENERAL,negative
,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",SERVICE#GENERAL,negative
,There are other people waiting!,,
,We weren't even at our table for more than an hour total.,,
,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",,
,Our friends have not arrived yet.,,
,So rushing us out was absolutely unnecessary!,SERVICE#GENERAL,negative
,"For the people who want great food plus great service, Roxy is a place to AVOID!",FOOD#QUALITY,negative
,,SERVICE#GENERAL,negative
378848,I've been here twice now.,,
,"The first time the sushi was outstanding, the second time it was a little bland.",FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,I'm sure I'll return for a final judgement tho.,RESTAURANT#GENERAL,neutral
,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",AMBIENCE#GENERAL,positive
,,DRINKS#QUALITY,positive
,,SERVICE#GENERAL,positive
397331,Mizu is the Japenese find in Grammercy.,RESTAURANT#GENERAL,positive
,"While their kitchen food is delicious, their Sushi is out of this world.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,Mizu is home to creative and unique rolls not to found anywhere else.,FOOD#STYLE_OPTIONS,positive
,"Not only is the cuisine the best around, the service has always been attentive and charming.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,RESTAURANT#GENERAL,positive
404464,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",SERVICE#GENERAL,positive
,,FOOD#QUALITY,negative
,,AMBIENCE#GENERAL,positive
,I ordered the smoked salmon and roe appetizer and it was off flavor.,FOOD#QUALITY,negative
,"The entree was bland and small, dessert was not inspired.",FOOD#QUALITY,negative
,,FOOD#STYLE_OPTIONS,negative
,,FOOD#QUALITY,negative
,I expected quite a bit more from such an expensive menu.,FOOD#PRICES,negative
,,FOOD#QUALITY,negative
426805,"The view is spectacular, and the food is great.",LOCATION#GENERAL,positive
,,FOOD#QUALITY,positive
,Wonderful strawberry daiquiries as well!,DRINKS#QUALITY,positive
,Definitely worth the trip to Battery Park City!,RESTAURANT#GENERAL,positive
,One of my favorite places in Manhattan.,RESTAURANT#GENERAL,positive
426930,Authentic Taiwanese food that's cheap... what more could you ask for?,FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,(Besides that there should be more restaurants like it around the city).,RESTAURANT#GENERAL,positive
,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,FOOD#QUALITY,positive
430342,delicious simple food in nice outdoor atmosphere.,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,,AMBIENCE#GENERAL,positive
,"Kind, attentive wait staff.",SERVICE#GENERAL,positive
,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,My friend devoured her chicken and mashed potatos.,FOOD#QUALITY,positive
,Delicious crab cakes too.,FOOD#QUALITY,positive
,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",AMBIENCE#GENERAL,positive
,,FOOD#QUALITY,positive
,Great neighborhood joint.,RESTAURANT#GENERAL,positive
433878,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,FOOD#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
,,RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,positive
,"Their calzones are horrific, bad, vomit-inducing, YUCK.",FOOD#QUALITY,negative
,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,FOOD#QUALITY,negative
,The counter service is bad.,SERVICE#GENERAL,negative
,They charge different prices all the time.,SERVICE#GENERAL,negative
,"They're rude at times, and not very friendly.",SERVICE#GENERAL,negative
,NO PIZZA 33 for me!,RESTAURANT#GENERAL,negative
436868,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",FOOD#QUALITY,negative
,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",FOOD#STYLE_OPTIONS,negative
,,FOOD#QUALITY,negative
,"The sandwiches are dry, tasteless and way overpriced.",FOOD#QUALITY,negative
,,FOOD#PRICES,negative
,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",RESTAURANT#GENERAL,negative
,,AMBIENCE#GENERAL,negative
,,SERVICE#GENERAL,negative
444818,"Seriously, this place kicks ass.",RESTAURANT#GENERAL,positive
,"The atmosphere is unheralded, the service impecible, and the food magnificant.",AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
,,FOOD#QUALITY,positive
,"Best Italian food I ever had (and being Italian, that means alot).",FOOD#QUALITY,positive
,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",RESTAURANT#GENERAL,positive
445960,"This is such a lovely, peaceful place to eat outside.",AMBIENCE#GENERAL,positive
