rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,,LAPTOP#PORTABILITY,positive
,Battery life needs more life.,BATTERY#OPERATION_PERFORMANCE,negative
,Battery is not upgradable to a longer life battery.,LAPTOP#USABILITY,negative
381,Both my husband and I have this model Toshiba.,,
,I love everything about it.,LAPTOP#GENERAL,positive
,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,BATTERY#OPERATION_PERFORMANCE,negative
,I would like at least a 4 hr. battery life.,BATTERY#OPERATION_PERFORMANCE,negative
,"Otherwise, all other features are a 1",LAPTOP#DESIGN_FEATURES,positive
174,This mac is great!,LAPTOP#GENERAL,positive
,"lightweight, long battery life, excellent transition from PC;",LAPTOP#DESIGN_FEATURES,positive
,,BATTERY#OPERATION_PERFORMANCE,positive
,,LAPTOP#MISCELLANEOUS,positive
211,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,LAPTOP#QUALITY,negative
,"I will NEVER buy (Refurbished) again, I don't cae how cheap it is.",LAPTOP#MISCELLANEOUS,negative
,I'll wait and save up for a new one.,,
,Just don't waste your time and money on this.,LAPTOP#GENERAL,negative
,"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS",LAPTOP#GENERAL,negative
131,Summary: Dont buy HP.,COMPANY#GENERAL,negative
,"If you buy, pray you dont have major prolems.",COMPANY#GENERAL,negative
143,Runs Hot,LAPTOP#QUALITY,negative
,I thought we were paying for quality in our decision to buy an Apple product.,COMPANY#GENERAL,negative
,,LAPTOP#QUALITY,negative
,"Unfortunately, that is not the case.",,
,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",DISPLAY#QUALITY,negative
,"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",,
,The Genius at the Apple store advised me that there was nothing about my use of the computer that caused this failure.,,
,"In fact, he said, about 10% of their products fail.",,
,Hmmm - that high failure rate sure isn't reflected in the retail price.,,
162,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",LAPTOP#DESIGN_FEATURES,positive
204,This is the third MacBook Pro in our family.,,
,I bought my first MacBook after seeing the product demonstrated.,,
,Then 2 of my nephews were going into music and both fell in love with the MacBook Pro.,LAPTOP#GENERAL,positive
,Now they are believers in the product.,LAPTOP#GENERAL,positive
,"It is easy to use, has great screen quality, and every so light weight.",LAPTOP#USABILITY,positive
,,DISPLAY#QUALITY,positive
,,LAPTOP#DESIGN_FEATURES,positive
,I own other Macs but always find myself navigation to the MacBook Pro to get my work done.,,
207,This little netboook is helping me get work done!,LAPTOP#GENERAL,positive
,I can do pretty much 75% of what I do on my desktop on my kitchen table.,,
,I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,LAPTOP#MISCELLANEOUS,positive
236,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#USABILITY,positive
286,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",BATTERY#OPERATION_PERFORMANCE,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#MISCELLANEOUS,positive
,she can't tell the difference between it and her regular desktop system.,,
,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,LAPTOP#QUALITY,positive
,,LAPTOP#GENERAL,positive
,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",LAPTOP#MISCELLANEOUS,neutral
280,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",OS#DESIGN_FEATURES,positive
,,OS#OPERATION_PERFORMANCE,positive
,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",BATTERY#OPERATION_PERFORMANCE,neutral
,,LAPTOP#GENERAL,positive
281,"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.",LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,Has met or exceeded my needs for a compact travel device.,LAPTOP#PORTABILITY,positive
,,LAPTOP#USABILITY,positive
282,"So far, so good!",LAPTOP#GENERAL,positive
,I've been impressed with the battery life and the performance for such a small amount of memory.,BATTERY#OPERATION_PERFORMANCE,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,,MEMORY#DESIGN_FEATURES,neutral
,I don't understand why only Windows 7 Starter is included.,LAPTOP#DESIGN_FEATURES,negative
179,Strong performance in this device makes use of fun and a strong sense of the era of speed,LAPTOP#OPERATION_PERFORMANCE,positive
,This device serves all modern requirements is a very strong game and is very useful for designers.,LAPTOP#GENERAL,positive
,,LAPTOP#MISCELLANEOUS,positive
,Enjoy that Toshib force and durability unparalleled,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#QUALITY,positive
336,"Needs longer lasting battery, More than 1 to 2 Hrs.",BATTERY#OPERATION_PERFORMANCE,negative
,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",MOUSE#OPERATION_PERFORMANCE,neutral
,,MOUSE#DESIGN_FEATURES,negative
,For the use it was purchased for it is a good Laptop.,LAPTOP#MISCELLANEOUS,positive
,Comfterbale to use light easy to transport.,LAPTOP#USABILITY,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#PORTABILITY,positive
337,"I love this product because it is Toshiba and its 15.6"".",LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,COMPANY#GENERAL,positive
,"It has no camera but, I can always buy and install one easy.",LAPTOP#DESIGN_FEATURES,neutral
,"I had a USB connect but, i can't use it because it is not compatible.",LAPTOP#USABILITY,negative
,That's the downside for me.,LAPTOP#USABILITY,negative
,"But, I would recommend this product.",LAPTOP#GENERAL,positive
340,Satisfy what I paid for it.,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,Good monitor and performed well.,DISPLAY#GENERAL,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,I am using the external speaker- sound is good.,MULTIMEDIA_DEVICES#QUALITY,positive
,Best thing is I can use existing 32 bit old programs.,LAPTOP#USABILITY,positive
,I recommend for word processing and internet users.,LAPTOP#MISCELLANEOUS,positive
365,The Toshiba laptop I am using is easier to use than most I have tried.,,
,The games included are very good games.,SOFTWARE#GENERAL,positive
,I am finding my way around this laptop better than my last one.,,
,I would highly recommend this one to my friends,LAPTOP#GENERAL,positive
358,I bought this laptop because of the performance to price ratio.,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#PRICE,positive
,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",LAPTOP#MISCELLANEOUS,positive
,"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.",LAPTOP#DESIGN_FEATURES,neutral
,,LAPTOP#MISCELLANEOUS,positive
355,This computer I used daily nice compact design.,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#USABILITY,positive
,Excellent speed for processing data.,LAPTOP#OPERATION_PERFORMANCE,positive
,And if you are a game player it works with World Of Warcraft wonderfully.,LAPTOP#MISCELLANEOUS,positive
,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,,
,All in all great item highly recommend it.,LAPTOP#GENERAL,positive
353,Bought it to use mostly for oline classes.,,
,i would have to say that overall its great!,LAPTOP#GENERAL,positive
,"Aside from the trial software and the short battery life, lack of a webcam, its great.",SOFTWARE#MISCELLANEOUS,negative
,,BATTERY#OPERATION_PERFORMANCE,negative
,,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#GENERAL,positive
,"Fast, great visual!",LAPTOP#OPERATION_PERFORMANCE,positive
,,DISPLAY#QUALITY,positive
,"Oh yea, has no numeric pad on the side.",KEYBOARD#DESIGN_FEATURES,negative
,"I use that alot on my desktop, so I am adjusting to not having it.",,
295,2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,LAPTOP#GENERAL,positive
,,LAPTOP#QUALITY,neutral
344,Sells for the same as a netbook without sacrificing size.,,
,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,LAPTOP#DESIGN_FEATURES,neutral
,,LAPTOP#CONNECTIVITY,positive
,Great wifi too.,LAPTOP#CONNECTIVITY,positive
,"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",DISPLAY#QUALITY,negative
,,MOUSE#USABILITY,neutral
345,Overall for the money this is a good deal.,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,There is no number pad to the right of the keyboard which is a bummer.,KEYBOARD#DESIGN_FEATURES,negative
,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,MULTIMEDIA_DEVICES#GENERAL,negative
,,MULTIMEDIA_DEVICES#QUALITY,negative
,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",KEYBOARD#GENERAL,neutral
,,LAPTOP#QUALITY,negative
341,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,OS#GENERAL,positive
,"The battery life has not decreased since I bought it, so i'm thrilled with that.",BATTERY#OPERATION_PERFORMANCE,positive
,,BATTERY#QUALITY,positive
,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#QUALITY,positive
,I would easly reccomend this laptop to a friend.,LAPTOP#GENERAL,positive
334,Couldnt not use it.,LAPTOP#USABILITY,negative
,Tried to make a recovey disk wouldnt get passed the first recovery disk.,LAPTOP#USABILITY,negative
,defective software.,SOFTWARE#QUALITY,negative
,returned it to walmart.,LAPTOP#GENERAL,negative
,This was the second computer and brand bought that day.,,
327,I would like to have volume buttons rather than the adjustment that is on the front.,LAPTOP#DESIGN_FEATURES,negative
,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,MOUSE#OPERATION_PERFORMANCE,negative
,I went to Toshiba online help and found some suggestions to fix it.,SUPPORT#QUALITY,positive
,One of them seems to have worked.,SUPPORT#QUALITY,positive
329,Its a good laptop for its value.,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,Registration/1st use is easy.,LAPTOP#USABILITY,positive
,Features like the font are very block-like and old school.,LAPTOP#DESIGN_FEATURES,negative
,"Would like more trendy, high tech features.",LAPTOP#DESIGN_FEATURES,negative
,The start menu is not the easiest thing to navigate due to the stacking.,OS#USABILITY,negative
,Keys stick periodically and I havent had the laptop for 45 days yet.,KEYBOARD#OPERATION_PERFORMANCE,negative
,,KEYBOARD#QUALITY,negative
,Came fully loaded - good.,LAPTOP#DESIGN_FEATURES,positive
,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",LAPTOP#OPERATION_PERFORMANCE,positive
333,I'm really impressed with the quality and performance for the price of the computer.,LAPTOP#QUALITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#PRICE,neutral
,"Graphics are clean and sharp, internet interfaces are seamless.",GRAPHICS#QUALITY,positive
,,LAPTOP#CONNECTIVITY,positive
,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",LAPTOP#OPERATION_PERFORMANCE,negative
,,MEMORY#DESIGN_FEATURES,neutral
,Sound card is limited though.,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
5,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#PORTABILITY,positive
,It is small enough to fit in one of my purses!,LAPTOP#DESIGN_FEATURES,positive
,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",OS#GENERAL,positive
,,OS#USABILITY,neutral
,"The battery life is amazing, the versitility is outstanding.",BATTERY#OPERATION_PERFORMANCE,positive
,,LAPTOP#USABILITY,positive
,The ease of set up was terrific.,LAPTOP#USABILITY,positive
,I was even able to uninstall McAffe and install one of my Symantec licenses with a no issues whatsoever.,LAPTOP#USABILITY,positive
,"I had to adjust my mousepad sensitivity, because it is very sensitive.",MOUSE#OPERATION_PERFORMANCE,negative
,"Keyboard is great, very quiet for all the typing that I do.",KEYBOARD#GENERAL,positive
,,KEYBOARD#QUALITY,positive
,"Screen is crystal clear, yes it's small - but it's a netbook!",DISPLAY#QUALITY,positive
,,DISPLAY#DESIGN_FEATURES,neutral
47,Awesome laptop and the perfect size to carry around in college.,LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#PORTABILITY,positive
,I couldn't believe how long the battery lasted on a single charge.,BATTERY#OPERATION_PERFORMANCE,positive
,I loaded windows 7 via Bootcamp and it works flawlessly!,OS#OPERATION_PERFORMANCE,positive
,Simply amazing computer!!,LAPTOP#GENERAL,positive
46,"I really like the Mac 15.4in. Notebook, but its very pricey.",LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,negative
,"Heck, I like all Mac computers, but they're all WAY too pricey for the kind of economy the U.S. is going through.",,
,"Love the graphics, awesome programs (including Garageband), and really cool default background.",GRAPHICS#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,SOFTWARE#GENERAL,positive
,"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey.",LAPTOP#PRICE,negative
298,"Waiting for the i7 was well worth it, great value for the price.",LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,"Bigger HD, better graphics card, and a bid HD.",HARD_DISC#DESIGN_FEATURES,positive
,,GRAPHICS#GENERAL,positive
,There is nothing to complain about the system.,LAPTOP#GENERAL,positive
,I have used PC's and converting to this MacBook Pro was easy.,LAPTOP#USABILITY,positive
,If you have the money I suggest going for the i7.,LAPTOP#GENERAL,positive
393,This is my first personal Satellite purchase but had very good experience through previous Satellite work issued laptops.,,
,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",,
,I occassionaly use it for work via VPN and it has not given me any problems.,LAPTOP#MISCELLANEOUS,positive
,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",DISPLAY#GENERAL,positive
,,DISPLAY#QUALITY,positive
,,KEYBOARD#QUALITY,positive
,,LAPTOP#DESIGN_FEATURES,positive
,I consider myself an average user and this computer serves my need.,LAPTOP#GENERAL,positive
,The price is another driving influence that made me purchase this laptop.,LAPTOP#PRICE,positive
,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",LAPTOP#QUALITY,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#PRICE,positive
,I normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts...,LAPTOP#GENERAL,positive
,another satisfied customer.,LAPTOP#GENERAL,positive
201,The apple MacBook is the best investment that I have ever made.,LAPTOP#GENERAL,positive
,I previously owned a Toshiba and it only lasted about 2 years.,,
,The newer MacBook that I have purchased is one of the best computers.,LAPTOP#GENERAL,positive
,I am a college student and it has been very useful.,LAPTOP#MISCELLANEOUS,positive
,It has all the features that are necessary for college and if not they are able to be added onto the computer.,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#USABILITY,positive
,,LAPTOP#MISCELLANEOUS,positive
,It has a lot of memory and a great battery life.,MEMORY#DESIGN_FEATURES,positive
,,BATTERY#OPERATION_PERFORMANCE,positive
,It is sleek and lightweight and charges quickly when needed.,LAPTOP#DESIGN_FEATURES,positive
,,BATTERY#OPERATION_PERFORMANCE,positive
,Its white color is stylish for college students and easy to take to carry and take to classes.,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#PORTABILITY,positive
,Iphoto is great for adding pictures right to facebook and other social networking sites.,SOFTWARE#MISCELLANEOUS,positive
,The internet capabilities are also very strong and picks up signals very easily.,LAPTOP#CONNECTIVITY,positive
274,I have owned macbook pros since 2005 and this is the best yet!,,
,I have had no problems with it unlike some hardware defects on past models.,,
,I have never had to shut down the computer unexpectedly and the computer has never froze on me.,LAPTOP#OPERATION_PERFORMANCE,positive
,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",DISPLAY#QUALITY,positive
,,KEYBOARD#USABILITY,positive
,"Navigation through the computer is far superior compared to Windows operating systems, as well.",,
,"Overall, this is a wonderful computer and definitly worth the purchase!",LAPTOP#GENERAL,positive
262,The graphics are stunning.,GRAPHICS#GENERAL,positive
,It's wonderful for computer gaming.,LAPTOP#MISCELLANEOUS,positive
,I would definitely suggest this laptop!,LAPTOP#GENERAL,positive
,It is very user friendly and not hard to figure out at all.,LAPTOP#USABILITY,positive
,"It has many great programs, such as ILife, iPhotos and others.",LAPTOP#DESIGN_FEATURES,positive
,,SOFTWARE#GENERAL,positive
,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,SOFTWARE#USABILITY,positive
,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",SOFTWARE#DESIGN_FEATURES,positive
,,SOFTWARE#USABILITY,positive
,This comes in very handy for me as an educator.,SOFTWARE#USABILITY,positive
,iPhotos is an excellent program for storing and organizing photos.,SOFTWARE#MISCELLANEOUS,positive
,It allows you to automatically upload photos to your Facebook account with one click.,SOFTWARE#USABILITY,positive
,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",SOFTWARE#DESIGN_FEATURES,positive
,"If you are looking for something reliable, this is the laptop for you.",LAPTOP#QUALITY,positive
,"Even though it is much more expensive than many PC laptops, it is worth the price.",,
231,This computer was awful!,LAPTOP#GENERAL,negative
,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,COMPANY#GENERAL,negative
,,LAPTOP#OPERATION_PERFORMANCE,negative
,,SUPPORT#QUALITY,negative
,The computer first started malfunctioning 3 months after purchasing it.,LAPTOP#OPERATION_PERFORMANCE,negative
,,LAPTOP#QUALITY,negative
,It does not keep internet signals no matter where you bring it.,LAPTOP#CONNECTIVITY,negative
,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",OS#QUALITY,negative
,,OS#OPERATION_PERFORMANCE,negative
,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",SUPPORT#QUALITY,negative
,"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it.",LAPTOP#QUALITY,negative
,"This computer was awful, I would never recomend it to another person.",LAPTOP#GENERAL,negative
,Those moments in thime where you want to throw something against the wall?,LAPTOP#GENERAL,negative
,"Yeah, I wanted to throw that lap top out the window and light it on fire.",LAPTOP#GENERAL,negative
,That's how frustrating it was.,LAPTOP#GENERAL,negative
379,"It is so simple to use, I use it more than my desktop.",,
,"It is well worth the money it cost, Very good investment.",LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,positive
37,The new Macbook Pro 15 inch i7 is nothing short of amazing.,LAPTOP#GENERAL,positive
,The speed is incredible and I am more than satisfied.,LAPTOP#OPERATION_PERFORMANCE,positive
,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",,
320,"BOUGHT FROM WAL-MART, I BELIEVE THAT THIS LAPTOP WAS A REPAIRED ITEM.",LAPTOP#MISCELLANEOUS,neutral
,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,LAPTOP#QUALITY,negative
,,LAPTOP#GENERAL,negative
,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,COMPANY#GENERAL,negative
,WILL NOT EVERY BUY ANOTHER--------LOU,LAPTOP#GENERAL,negative
319,This is a great value for the money.,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,We purchased this as a back up computer after our more expensive HP needed to be repaired.,,
,This is a great computer.,LAPTOP#GENERAL,positive
,We haven't had any problems with it at all.,LAPTOP#GENERAL,positive
,The body is a bit cheaply made so it will be interesting to see how long it holds up.,LAPTOP#QUALITY,negative
,"Overall though, for the money spent it's a great deal.",LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,positive
307,I still see the benefits of a PC when I do not know how to do something on my mac.,,
,"But let me tell you, the mac book pro is so professional.",LAPTOP#GENERAL,positive
,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts.",DISPLAY#DESIGN_FEATURES,positive
,The keyboard is like no other laptop keyboard.,,
,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,KEYBOARD#USABILITY,positive
,,KEYBOARD#QUALITY,positive
,,KEYBOARD#DESIGN_FEATURES,positive
,"Oh, it is such a great piece of equipment.",LAPTOP#GENERAL,positive
,"One suggestion I do have, is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC.",,
,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",SOFTWARE#USABILITY,positive
,,SOFTWARE#DESIGN_FEATURES,neutral
,,SOFTWARE#OPERATION_PERFORMANCE,neutral
,Having someone give you a quick tour of how to's is the best.,,
,So you don't get frustrated the first few weeks.,,
306,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#PORTABILITY,positive
,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,BATTERY#OPERATION_PERFORMANCE,positive
,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",LAPTOP#USABILITY,neutral
,,LAPTOP#OPERATION_PERFORMANCE,positive
,"I play a lot of casual games online, and the touchpad is very responsive.",MOUSE#OPERATION_PERFORMANCE,positive
,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",,
,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",LAPTOP#PORTABILITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#MISCELLANEOUS,positive
,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,DISPLAY#DESIGN_FEATURES,negative
,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,SOFTWARE#DESIGN_FEATURES,neutral
3,I have used both PCs and Macs and I have to say that I really really love my Mac Book Pro.,,
,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",,
,Everything from the design to the OS is simple and to the point.,LAPTOP#DESIGN_FEATURES,positive
,,OS#GENERAL,positive
,,LAPTOP#GENERAL,positive
,LOVE IT LOVE IT LOVE IT!,LAPTOP#GENERAL,positive
312,It really is perfect for work and play.,LAPTOP#MISCELLANEOUS,positive
,I am able to play 720p and 1080p media files just fine with it.,LAPTOP#MISCELLANEOUS,positive
,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,LAPTOP#OPERATION_PERFORMANCE,positive
,,BATTERY#OPERATION_PERFORMANCE,positive
,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",MULTIMEDIA_DEVICES#QUALITY,negative
,"I upgraded it's RAM to 2GB, I am very happy with it.",LAPTOP#GENERAL,positive
,,MEMORY#DESIGN_FEATURES,neutral
390,lots of preloaded software.,LAPTOP#DESIGN_FEATURES,neutral
,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",MEMORY#DESIGN_FEATURES,negative
,,LAPTOP#OPERATION_PERFORMANCE,negative
,"tosiba has a good reputation, my llast computer was an acer.",COMPANY#GENERAL,positive
,this is starting off good.,LAPTOP#GENERAL,positive
389,What a great little laptop.,LAPTOP#GENERAL,positive
,Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,LAPTOP#DESIGN_FEATURES,neutral
,,LAPTOP#OPERATION_PERFORMANCE,positive
,I bought it to use in college and it is perfect.,LAPTOP#MISCELLANEOUS,positive
,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE,positive
,I made a perfect decision when I bought the Toshiba!,LAPTOP#GENERAL,positive
,,COMPANY#GENERAL,positive
370,Excellent product for the money.,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,"No problems, no lock ups, no disappointments.",LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#GENERAL,positive
,"Not super fancy, but not super expensive either.",LAPTOP#DESIGN_FEATURES,neutral
,,LAPTOP#PRICE,neutral
,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",,
,Highly recommend for daily use.,LAPTOP#MISCELLANEOUS,positive
,"We now own two of these, identical.",,
115,As an owner of a Toshiba Satalite laptop computer things you should know before you buy.,,
,The Computer itself is a good product but the repair depot stinks.,LAPTOP#GENERAL,positive
,,SUPPORT#QUALITY,negative
,I have had to send in my laptop three times to get it fixed.,SUPPORT#QUALITY,negative
,Two of the times was in one month.,,
,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,,
,Toshiba does not send any one out unless you have paid extra to have the on site repair done.,SUPPORT#QUALITY,negative
,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,SUPPORT#QUALITY,negative
,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,KEYBOARD#QUALITY,negative
,,KEYBOARD#OPERATION_PERFORMANCE,negative
,As well as having the plug in the computer come loose.,POWER_SUPPLY#QUALITY,negative
,This has happened three times so far.,,
,Two times with in one month.,,
,"I am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it.",,
,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,POWER_SUPPLY#QUALITY,negative
,It still seems to be a little lose now but so far seems to be hanging in there.,POWER_SUPPLY#QUALITY,negative
12,The Mac Book Pro performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE,positive
,"Never had a single problem, and don't have to worry about viruses.",LAPTOP#GENERAL,positive
,,LAPTOP#QUALITY,positive
,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",LAPTOP#MISCELLANEOUS,positive
,Worth the investment and truly a fine piece of equipment.,LAPTOP#GENERAL,positive
168,"Right out of the box, this little netbook did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).",LAPTOP#GENERAL,positive
,,LAPTOP#MISCELLANEOUS,positive
,"It even has a great webcam, and Skype works very well.",LAPTOP#DESIGN_FEATURES,positive
,,MULTIMEDIA_DEVICES#GENERAL,positive
,,SOFTWARE#OPERATION_PERFORMANCE,positive
,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,LAPTOP#GENERAL,positive
,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",OS#GENERAL,negative
,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",OS#GENERAL,negative
,,LAPTOP#PRICE,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#GENERAL,positive
,"This netbook is a perfect supplementary computer to another laptop or desktop (my wife and I have another laptop), or if you are a user who uses the computer for simple tasks.",LAPTOP#MISCELLANEOUS,positive
,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",LAPTOP#PORTABILITY,positive
,,BATTERY#OPERATION_PERFORMANCE,positive
,"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.",,
